- [ ] https://job-boards.greenhouse.io/humeai/jobs/4775962008 | Hume AI | AI Researcher | NYC, San Jose, or Remote | posted: 2025-06-20
- [ ] https://jobs.ashbyhq.com/perplexity/3c656963-876a-458d-bca6-916a42a24c1a | Perplexity | Member of Technical Staff (Software Engineer, Applied AI) | San Francisco · Palo Alto · United States · New York City | posted: 2025-09-19
- [ ] https://jobs.ashbyhq.com/perplexity/7f2b3619-5ffa-467b-be6f-7a6b7d487892 | Perplexity | Member of Technical Staff (Software Engineer, Agent Capabilities) | San Francisco · New York City · United States | posted: 2026-06-13
- [ ] https://jobs.ashbyhq.com/perplexity/ef269656-94ef-463a-ae0e-6102ca3a94dd | Perplexity | Technical Recruiter, AI | San Francisco | posted: 2026-08-12
- [ ] https://jobs.ashbyhq.com/perplexity/6829d54e-570b-4001-a822-3c1e85a34371 | Perplexity | Engineering Manager (TLM, Agents) | San Francisco | posted: 2026-08-27
- [ ] https://jobs.ashbyhq.com/perplexity/fb1815de-07d9-4933-8746-979dbcb00870 | Perplexity | AI Strategist, Legal | San Francisco · New York City · United States | posted: 2026-07-23
- [ ] https://jobs.ashbyhq.com/perplexity/31dfcb60-a0df-4983-b3a4-d653cdc0aa8f | Perplexity | AI Strategist, Financial Services | San Francisco · New York City · United States | posted: 2026-07-23
- [ ] https://jobs.ashbyhq.com/perplexity/3d7ef710-b1f6-4a80-af57-946f9bccd35b | Perplexity | Technical Sourcer, AI | San Francisco · Palo Alto · United States | posted: 2026-08-12
- [ ] https://jobs.ashbyhq.com/perplexity/50a2def5-adeb-4f13-99c1-88c32482b772 | Perplexity | Member of Technical Staff (AI Software Engineer, Agents) | San Francisco | posted: 2026-08-27
- [ ] https://jobs.ashbyhq.com/perplexity/4fba58de-a168-4948-9d82-a7d4b38f45f2 | Perplexity | Forward Deployed Engineer, Perplexity Computer | San Francisco | posted: 2026-08-26
- [ ] https://jobs.ashbyhq.com/claylabs/9b008b26-189b-45cf-83d8-fee117d32874 | Clay Labs | Software Engineer, Developer Experience (AI) | New York · San Francisco · United States | posted: 2026-03-16
- [ ] https://jobs.ashbyhq.com/claylabs/1b1c004f-0e6a-41b6-bac3-971448b63a07 | Clay Labs | GTME Ecosystem - GTME & AI Teacher | New York | posted: 2026-05-05
- [ ] https://jobs.ashbyhq.com/claylabs/5e07db20-d96a-4dff-b7d3-3bf1cdde6fc1 | Clay Labs | Software Engineer, Applied AI | New York | posted: 2026-08-14
- [ ] https://jobs.ashbyhq.com/claylabs/8d842974-0bee-4b13-bad5-dcc34848f69c | Clay Labs | IT Operations Engineer | New York | posted: 2026-08-27
- [ ] https://jobs.ashbyhq.com/workos/cff5a16f-fd1c-4b64-9b66-8a8321122375 | WorkOS | Site Reliability Engineer | United States & Canada · Remote | posted: 2026-01-14
- [ ] https://jobs.ashbyhq.com/workos/26a54ffa-9465-4d13-bc5f-db41a2bbe505 | WorkOS | Infrastructure Engineer | United States & Canada · Remote | posted: 2026-01-14
- [ ] https://jobs.ashbyhq.com/workos/dc23fd7b-ee4c-4e6a-959a-209b2eab8b17 | WorkOS | Solutions Engineer | San Francisco | posted: 2026-01-14
- [ ] https://jobs.ashbyhq.com/workos/afdd651f-c97a-4ba2-88af-c790eb9e1a1d | WorkOS | Account Executive - AI Native | San Francisco · New York City · United States | posted: 2026-01-14
- [ ] https://jobs.ashbyhq.com/workos/b6c03b24-b4ee-4ee3-ac62-5e5718c502d4 | WorkOS | Developer & Agent Experience Engineer | United States & Canada · Remote | posted: 2026-01-22
- [ ] https://jobs.ashbyhq.com/workos/5e650527-d8dd-413a-9cfb-d7d68143274b | WorkOS | Applied AI Engineer | United States & Canada · Remote | posted: 2026-02-27
- [ ] https://jobs.ashbyhq.com/supabase/ed6cedb1-b9bf-4609-ac5c-c75c33b31bf3 | Supabase | Site Reliability Engineer | Remote, Global | posted: 2026-06-19
- [ ] https://jobs.ashbyhq.com/supabase/3b5d54ca-741b-45ac-bd3f-31605a0d3541 | Supabase | AI Platform Engineer | Remote, Global | posted: 2026-07-31
- [ ] https://jobs.ashbyhq.com/supabase/624d48cc-8d34-4607-bace-e6d045df70b8 | Supabase | Pre-Sales Solutions Architect (SA) Leader | Remote, Global | posted: 2026-08-24
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5618829004 | Hightouch | AI Strategy Consultant | Remote (North America) | posted: 2025-08-21
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/6020299004 | Hightouch | Engineering Manager, Agents | Remote (North America) | posted: 2026-06-11
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/6122160004 | Hightouch | Forward Deployed Analytics Engineer | Remote (North America) | posted: 2026-07-22
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5982446004 | Hightouch | Forward Deployed Creative Designer, Ads | Remote, United States | posted: 2026-04-27
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/6008745004 | Hightouch | Forward Deployed Creative Strategist | New York, New York, San Francisco, California, Remote | posted: 2026-05-28
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5718912004 | Hightouch | Forward Deployed Marketing Data Scientist | Remote (North America) | posted: 2025-12-16
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5834919004 | Hightouch | Lead Product Manager, Agentic Personalization | SF, NY, Remote | posted: 2026-04-08
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/6011820004 | Hightouch | Partner Solutions Engineer | Remote (North America) | posted: 2026-06-02
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5542602004 | Hightouch | Software Engineer, AI Agents | Remote (North America) | posted: 2025-10-30
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/6174215004 | Hightouch | Software Engineer, Applied AI Research | Remote (North America) | posted: 2026-08-28
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/6001225004 | Hightouch | Solutions Engineer, Enterprise East (Pre-Sales) | Toronto, Ontario, Canada | posted: 2026-05-20
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5852695004 | Hightouch | Solutions Engineer, Enterprise (Pre-Sales) - German speaking | Europe | posted: 2026-04-07
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5530769004 | Hightouch | Solutions Engineer, Enterprise West (Pre-Sales) | West and Mountain Timezones (North America) | posted: 2025-05-06
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5727573004 | Hightouch | Solutions Engineering Manager | Remote · New York Office | posted: 2025-12-29
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5535187004 | Hightouch | Solutions Engineer, Mid-Market East (Pre-Sales) | East and Central Timezones (North America) | posted: 2025-05-08
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5990367004 | Hightouch | Solutions Engineer, Mid-Market, EMEA | EMEA | posted: 2026-05-07
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/6143271004 | Hightouch | Solutions Engineer, Mid-Market West (Pre-Sales) | West and Mountain Timezones (North America) | posted: 2026-08-13
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/5838911004 | Hightouch | Solutions Engineer, Senior Enterprise (Pre-Sales) | New York, NY / Denver, CO / San Francisco, CA | posted: 2026-03-27
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/6020404004 | Hightouch | Staff Engineer, AI Productivity | Remote (North America) | posted: 2026-06-11
- [ ] https://job-boards.greenhouse.io/hightouch/jobs/6103070004 | Hightouch | Staff Product Designer, AI Creative Tools | Remote, United States | posted: 2026-06-26
- [ ] https://job-boards.greenhouse.io/planetscale/jobs/4052805009 | PlanetScale | Solutions Engineer | Remote - EMEA, Remote - NA | posted: 2025-10-29
- [ ] https://careers.hellofresh.com/global/en/job/8044891?gh_jid=8044891 | HelloFresh | AI and Automation Specialist | Manila, Manila, Philippines | posted: 2026-07-03
- [ ] https://careers.hellofresh.com/global/en/job/7869765?gh_jid=7869765 | HelloFresh | Automation Engineer (all genders) | Magdeburg, Saxony-Anhalt, Germany | posted: 2026-05-05
- [ ] https://careers.hellofresh.com/global/en/job/8120541?gh_jid=8120541 | HelloFresh | Automation Technician | Phoenix, AZ, United States | posted: 2026-08-10
- [ ] https://careers.hellofresh.com/global/en/job/8102843?gh_jid=8102843 | HelloFresh | Director of Engineering, GenAI Enablement Tribe | Warszawa, Masovian Voivodeship, Poland | posted: 2026-08-12
- [ ] https://careers.hellofresh.com/global/en/job/8144081?gh_jid=8144081 | HelloFresh | GenAI Literacy Lead INTELIGENT PLATFORMS (all genders) | Warszawa, Masovian Voivodeship, Poland | posted: 2026-08-20
- [ ] https://careers.hellofresh.com/global/en/job/8054946?gh_jid=8054946 | HelloFresh | IAM Support Engineer, IT Management | Warszawa, Masovian Voivodeship, Poland | posted: 2026-07-15
- [ ] https://careers.hellofresh.com/global/en/job/8092438?gh_jid=8092438 | HelloFresh | IT Operations Engineer, Intelligent Platforms Alliance | Warszawa, Masovian Voivodeship, Poland | posted: 2026-08-03
- [ ] https://careers.hellofresh.com/global/en/job/8108536?gh_jid=8108536 | HelloFresh | IT Support Engineer - Enterprise AI | Manila, Manila, Philippines | posted: 2026-08-05
- [ ] https://careers.hellofresh.com/global/en/job/8097766?gh_jid=8097766 | HelloFresh | Lead Automation Engineer | Irving, TX, United States; Newark, NJ, United States; Phoenix, AZ, United States | posted: 2026-08-11
- [ ] https://careers.hellofresh.com/global/en/job/8138653?gh_jid=8138653 | HelloFresh | Second Line Support Agent (f/m/x) | Amsterdam, North Holland, Netherlands | posted: 2026-08-18
- [ ] https://careers.hellofresh.com/global/en/job/8141849?gh_jid=8141849 | HelloFresh | Senior Analyst - CX Automation Intelligence & Insights | New York, NY, United States; Newark, NJ, United States | posted: 2026-08-31
- [ ] https://careers.hellofresh.com/global/en/job/8097807?gh_jid=8097807 | HelloFresh | Senior Automation Engineer | Irving, TX, United States; Newark, NJ, United States; Phoenix, AZ, United States | posted: 2026-08-13
- [ ] https://careers.hellofresh.com/global/en/job/8131220?gh_jid=8131220 | HelloFresh | Video Editor & AI Integration | New York, NY, United States | posted: 2026-08-17
- [ ] https://solid.jobs/o/jzxi6sgm/career-ops | Blackbird | DevOps (Azure v AWS v GCP) | Warszawa
- [ ] https://solid.jobs/o/15dwxq84/career-ops | Andersen Lab | Lead DevOps Engineer | Warszawa
- [ ] https://solid.jobs/o/74b9v542/career-ops | Scalo | Senior AI Engineer | Warszawa
- [ ] https://solid.jobs/o/f62t2g88/career-ops | Scalo | AI Adoption & Enablement Lead | Warszawa
- [ ] https://solid.jobs/o/wfrss1i7/career-ops | ITFS | AI Adoption Enablement Lead | Warszawa
- [ ] https://solid.jobs/o/uva3iy5e/career-ops | ITFS | Platform/Integration Engineer | Warszawa
- [ ] https://solid.jobs/o/wwq80y87/career-ops | Connectis_ | Automation Tester | Warszawa
- [ ] https://solid.jobs/o/zeh4pt1f/career-ops | IT LeasingTeam | Automation Test Engineer | Warszawa
- [ ] https://solid.jobs/o/vzxzwu6o/career-ops | Lumicode (Grupa Pentacomp) | Senior Test Automation Engineer - Python | Gdynia
- [ ] https://solid.jobs/o/7uid6cqr/career-ops | apreel | AI Adoption & Enablement Lead | Warszawa
- [ ] https://solid.jobs/o/uzu3vuw7/career-ops | apreel | Agentic SDLC Senior Engineer | Warszawa
- [ ] https://solid.jobs/o/tskqkmko/career-ops | Lufthansa Systems Poland | Test Automation Engineer | Gdańsk
- [ ] https://solid.jobs/o/po1fuk1d/career-ops | Tenarai | Senior Test Automation Engineer | Kraków
- [ ] https://solid.jobs/o/4t6khf0p/career-ops | Sii Poland | Validation Engineer with Python in AI Area (F/M/X) | Gdańsk
- [ ] https://solid.jobs/o/6d2nbejn/career-ops | Sii Poland | Python Automation Tester (F/M/X) | Katowice
- [ ] https://solid.jobs/o/yzyo7gnp/career-ops | Sii Poland | Test Automation Engineer (F/M/X) | Katowice
- [ ] https://solid.jobs/o/72y47z5y/career-ops | N-iX | Automation QA Engineer | Kraków
- [ ] https://solid.jobs/o/1t019b84/career-ops | Primaris | Senior QA Automation Engineer | Warszawa
- [ ] https://solid.jobs/o/7xzzkk7f/career-ops | dmTECH Polska | Test Automation Engineer z AI | Wrocław
- [ ] https://solid.jobs/o/ebvv9ff6/career-ops | IT LeasingTeam | Mid/Senior Test Automation Engineer - QA / Sdet | Warszawa
- [ ] https://solid.jobs/o/0eu4s4nx/career-ops | j-labs | Senior QA Automation Engineer | Kraków
- [ ] https://solid.jobs/o/x2yae793/career-ops | H2B Group | QA Automation Engineer | Gdańsk
- [ ] https://solid.jobs/o/68yl29tt/career-ops | Devapo | Automation Tester | Warszawa
- [ ] https://solid.jobs/o/f429usqx/career-ops | Citigroup | IT Quality Automation Tester | Warszawa
- [ ] https://solid.jobs/o/fcle1c70/career-ops | Jit Team | KYC Senior Automation Tester | Gdynia
- [ ] https://solid.jobs/o/io3rnfsm/career-ops | Jit Team | Test Automation Engineer | Gdynia
- [ ] https://solid.jobs/o/lg0nw4iv/career-ops | Antal | AI Coach | Warszawa
- [ ] https://solid.jobs/o/toyyz6d7/career-ops | Kyriba | Enterprise Test Automation Expert | Warszawa
- [ ] https://solid.jobs/o/xoqd0br7/career-ops | Xopero Software | Software Quality Automation Engineer | Sopot
- [ ] https://solid.jobs/o/fmo3njoc/career-ops | Click IT Group | Płatny Staż - Konsultant Data & AI | Warszawa
- [ ] https://solid.jobs/o/y62h2u5b/career-ops | 1dea | Network Security Engineer / Advisor | Warszawa
- [ ] https://solid.jobs/o/5f5j17zz/career-ops | 1dea | Senior GCP DevOps Engineer / Architect | Warszawa
- [ ] https://solid.jobs/o/8d1u0ice/career-ops | apreel | Python Developer – AI Bot | Warszawa
- [ ] https://solid.jobs/o/m4xeef30/career-ops | Scalo | AI Engineer (Mobile & Agentic Engineering) | Kraków
- [ ] https://solid.jobs/o/ahw6si9c/career-ops | Citigroup | Payments Operations Transformation Group Manager | Warszawa
- [ ] https://solid.jobs/o/2y2oxrhj/career-ops | Infolet | AWS Data & Integration Engineer | Kraków
- [ ] https://solid.jobs/o/gwysbxl7/career-ops | Dev4Hire | Project Manager (Magento Exp) | Warszawa
- [ ] https://solid.jobs/o/uehmqurw/career-ops | LiveKid | CEO of Agents (AI-Native Product CEO) | Kraków
- [ ] https://solid.jobs/o/9y6r61el/career-ops | Renegades | AI Engineer | Gdańsk
- [ ] https://solid.jobs/o/0bxtcc56/career-ops | Andersen Lab | DevOps Engineer (Platform Team) in Poland | Warszawa
- [ ] https://solid.jobs/o/wirvhyn2/career-ops | Andersen Lab | System Administrator (Linux) in the EU | Warszawa
- [ ] https://solid.jobs/o/ybj1n0l9/career-ops | Infolet | AI Developer Platform Engineer | Kraków
- [ ] https://solid.jobs/o/lk4hw93s/career-ops | Click IT Group | IT Operations & Security Specialist | Warszawa
- [ ] https://solid.jobs/o/11xt5gkk/career-ops | Appliscale | Senior Data DevOps Engineer | Kraków
- [ ] https://solid.jobs/o/nml2ebdy/career-ops | 1dea | Senior AI Governance Consultant | Warszawa
- [ ] https://solid.jobs/o/4e7q6e2h/career-ops | 1dea | QA Automation Engineer / Test Automation Specialist (Python & OMP) | Warszawa
- [ ] https://solid.jobs/o/x0gb3kos/career-ops | 1dea | Business Analyst / ERP Transformation Consultant | Warszawa
- [ ] https://solid.jobs/o/a24td5x4/career-ops | TeamQuest | AI-Augmented Developer (Fullstack) | Warszawa
- [ ] https://solid.jobs/o/5ikigqu0/career-ops | TeamQuest | AI-Augmented Developer (Fullstack Area) | Warszawa
- [ ] https://solid.jobs/o/8j3d0k4l/career-ops | NASDAQ | Software Engineer (Axiomsl AI) | Wrocław
- [ ] https://solid.jobs/o/s6evgozq/career-ops | Sollers Consulting | DevOps Engineer | Bydgoszcz
- [ ] https://solid.jobs/o/r1ygyuin/career-ops | EXPinIT | Infrastructure Engineer (IBM) | Warszawa
- [ ] https://solid.jobs/o/iuyu7r3g/career-ops | Verita HR | Site Reliability Engineer | Kraków
- [ ] https://solid.jobs/o/2toj2e60/career-ops | apreel | Tech Leader AI & Quality Engineering | Warszawa
- [ ] https://solid.jobs/o/j7mlaver/career-ops | HRO Digital/Verita HR | AI Developer | Kraków
- [ ] https://solid.jobs/o/pvvb6b0d/career-ops | DCG | QA Automation Engineer | Warszawa
- [ ] https://careers-en-nortal.icims.com/jobs/6342/ai-engineer/job | Nortal | AI Engineer
- [ ] https://careers-en-nortal.icims.com/jobs/6259/lead-automation-qa-engineer/job | Nortal | Lead Automation QA Engineer
- [ ] https://careers-en-nortal.icims.com/jobs/6217/ai-%26-tooling-engineer/job | Nortal | AI & Tooling Engineer
- [ ] https://careers-en-nortal.icims.com/jobs/6084/value-architect---ai-first-delivery-and-legacy-modernization/job | Nortal | Value Architect - AI-first delivery and legacy modernization
- [ ] https://careers-en-nortal.icims.com/jobs/6056/value-architect%2c-data-%26-ai/job | Nortal | Value Architect, Data & AI
- [ ] https://careers-en-nortal.icims.com/jobs/6017/ai-driven-software-engineer-%28agentic-development%29/job | Nortal | AI-Driven Software Engineer (Agentic Development)
- [ ] https://careers-en-nortal.icims.com/jobs/6016/ai-driven-software-architect/job | Nortal | AI-Driven Software Architect
- [ ] https://careers-en-nortal.icims.com/jobs/5929/ai-driven-software-engineer/job | Nortal | AI-Driven Software Engineer
- [ ] https://careers-en-nortal.icims.com/jobs/5060/ai-driven-data-architect/job | Nortal | AI-Driven Data Architect
- [ ] https://jobs.volkswagen-group.com/VWFS/job/Milan-Process-Automation-Specialist-Jr-Mila/1431394533/ | CARIAD (Volkswagen) | Process Automation Specialist Jr | Milan
- [ ] https://jobs.volkswagen-group.com/VW_Infotainment/job/Bochum-Working-Student-in-Script-Development-within-a-DevOps-Environment-%28fmd%29-Nort-44803/1430117133/ | CARIAD (Volkswagen) | Working Student in Script Development within a DevOps Environment (f/m/d) | Bochum
- [ ] https://jobs.volkswagen-group.com/Volkswagen-Group-Services/job/Palmela-Senior-Contact-Center-Agent-%28Roadside-Assistance%29-2950-677/1430349033/ | CARIAD (Volkswagen) | Senior Contact Center Agent (Roadside Assistance) | Palmela
- [ ] https://jobs.volkswagen-group.com/Volkswagen-Group-Services/job/Bratislava-Internal-Tech_-AgentIT-Specialist-m%C5%BE-843-02/1408218533/ | CARIAD (Volkswagen) | Internal Tech. Agent/IT Specialist - m/ž | Bratislava
- [ ] https://jobs.volkswagen-group.com/Volkswagen/job/Baunatal-Thesis-AI-Based-Test-Case-Generation-%28fmd%29-34225/1400511133/ | CARIAD (Volkswagen) | Thesis AI-Based Test Case Generation (f/m/d) | Baunatal
- [ ] https://jobs.volkswagen-group.com/Volkswagen-Group-Services/job/Palmela-Senior-Contact-Center-Agent-%28Automotive-Topics%29-2950-677/1417785933/ | CARIAD (Volkswagen) | Senior Contact Center Agent (Automotive Topics) | Palmela
- [ ] https://jobs.volkswagen-group.com/Volkswagen-Group-Services/job/Palmela-Middle-Contact-Center-Agent-%28Automotive-Topics%29-2950-677/1417750933/ | CARIAD (Volkswagen) | Middle Contact Center Agent (Automotive Topics) | Palmela
- [ ] https://jobs.volkswagen-group.com/Volkswagen-Group-Services/job/Valencia-Digital-Transformation-Project-Manager-Consultant-V-46002/1414976933/ | CARIAD (Volkswagen) | Digital Transformation Project Manager Consultant | Valencia
- [ ] https://jobs.volkswagen-group.com/Volkswagen-Group-Services/job/Bratislava-Cloud-Monitoring-DevOps-m%C5%BE-843-02/1402187433/ | CARIAD (Volkswagen) | Cloud Monitoring DevOps - m/ž | Bratislava
- [ ] https://jobs.volkswagen-group.com/Volkswagen-Group-Services/job/Valencia-AI-Engineer-V-46002/1387063533/ | CARIAD (Volkswagen) | AI Engineer | Valencia
- [ ] https://jobs.volkswagen-group.com/Volkswagen/job/Hannover-PhD-Student-Resource-Transformation-Component-%28fmd%29-30419/1373559433/ | CARIAD (Volkswagen) | PhD Student Resource Transformation Component (f/m/d) | Hannover
- [ ] https://careers.allianz.com/global/en/job/76100/Agent-Expert-en-Gestion-de-Patrimoine-et-Protection-Social-H-F-Bordeaux-33 | Allianz | Agent Expert en Gestion de Patrimoine et Protection Social H/F - Bordeaux (33) | BORDEAUX, Gironde, France, 33000 | posted: 2025-07-21
- [ ] https://careers.allianz.com/global/en/job/78550/Agent-Expert-en-Patrimoine-et-Protection-Sociale-H-F-NANTES-44 | Allianz | Agent Expert en Patrimoine et Protection Sociale H/F - NANTES (44) | NANTES CEDEX 9, Loire-Atlantique, France, 44955 | posted: 2025-07-21
- [ ] https://careers.allianz.com/global/en/job/93613/AI-Hyper-automation-developer | Allianz | AI Hyper automation developer | Kuala Lumpur, Malaysia | posted: 2026-03-06
- [ ] https://careers.allianz.com/global/en/job/45984/Senior-Business-Development-Manager-GI-Agents | Allianz | Senior Business Development Manager, GI Agents | Singapore, Singapore, 068897 | posted: 2026-04-29
- [ ] https://careers.allianz.com/global/en/job/97120/Assistant-Manager-Data-AI | Allianz | Assistant Manager, Data & AI | Kuala Lumpur, Malaysia | posted: 2026-04-27
- [ ] https://careers.allianz.com/global/en/job/100865/Adoption-Change-Management-Lead-AI-Productivity-Solutions-m-f-d | Allianz | Adoption & Change Management Lead - AI Productivity Solutions (m/f/d) | Bucharest, Bucuresti, Romania, ROU: 020339 | posted: 2026-06-16
- [ ] https://careers.allianz.com/global/en/job/101816/CEO-Office-Transformation-Team-Strategy-Transformation-Expert | Allianz | CEO Office & Transformation Team - Strategy & Transformation Expert | Taiwan | posted: 2026-06-30
- [ ] https://careers.allianz.com/global/en/job/95824/AI-Automation-Lead | Allianz | AI Automation Lead | Kuala Lumpur, Malaysia | posted: 2026-04-07
- [ ] https://careers.allianz.com/global/en/job/93621/Process-Automation-Analyst | Allianz | Process Automation Analyst | Kuala Lumpur, Malaysia | posted: 2026-03-06
- [ ] https://careers.allianz.com/global/en/job/93619/Automation-Developer-UI-Path | Allianz | Automation Developer (UI Path) | Kuala Lumpur, Malaysia | posted: 2026-03-06
- [ ] https://careers.allianz.com/global/en/job/97767/Care-Center-Agent-Emiratization | Allianz | Care Center Agent / Emiratization | Dubai, United Arab Emirates | posted: 2026-06-19
- [ ] https://careers.allianz.com/global/en/job/93092/Sales-Agent-Agent-de-vente-ON | Allianz | Sales Agent - Agent de vente (ON) | Montreal, Ontario, Canada, H3B 2L2 | posted: 2026-03-10
- [ ] https://careers.allianz.com/global/en/job/101077/Conversational-AI-Engineer-Senior | Allianz | Conversational AI Engineer (Senior) | Munich, Germany, 80333 | posted: 2026-06-25
- [ ] https://careers.allianz.com/global/en/job/90206/Platform-Engineer-Cloud-Infrastructure-AI-Platform-m-f-d | Allianz | Platform Engineer (Cloud Infrastructure, AI Platform) (m/f/d) | Munich, Germany, 80333 | posted: 2026-07-01
- [ ] https://careers.allianz.com/global/en/job/97038/Data-Platform-Devops-Engineer | Allianz | Data Platform Devops Engineer | Budapest, Hungary, 1087 | posted: 2026-04-21
- [ ] https://careers.allianz.com/global/en/job/90672/Senior-Business-Analyst-Insurance-Transformation | Allianz | Senior Business Analyst - Insurance Transformation | Bucharest, Bucuresti, Romania, ROU: 020339 | posted: 2026-07-02
- [ ] https://careers.allianz.com/global/en/job/103346/Data-Privacy-and-AI-Trust-Expert | Allianz | Data Privacy and AI Trust Expert | Bucharest, Bucuresti, Romania, ROU: 020339 | posted: 2026-07-23
- [ ] https://careers.allianz.com/global/en/job/86841/Corporate-Actuary-reserving-transformation | Allianz | Corporate Actuary reserving transformation | Brussels, Belgium, 1000 | posted: 2025-11-28
- [ ] https://careers.allianz.com/global/en/job/103755/Principal-Enterprise-AI-Architect-Hybrid | Allianz | Principal Enterprise AI Architect / Hybrid | Minneapolis, Minnesota, United States, 55416 | posted: 2026-07-29
- [ ] https://careers.allianz.com/global/en/job/103376/Information-Security-Solution-Architect-Network-Security-m-f-d | Allianz | Information Security Solution Architect - Network Security (m/f/d) | Barcelona, Barcelona, Spain, 08005 | posted: 2026-07-23
- [ ] https://careers.allianz.com/global/en/job/98682/Assoc-Director-Country-AI-Engineer | Allianz | Assoc. Director - Country AI Engineer | Bangkok, Thailand, 10330 | posted: 2026-05-14
- [ ] https://careers.allianz.com/global/en/job/98683/Manager-Country-AI-Engineer | Allianz | Manager - Country AI Engineer | Bangkok, Thailand, 10330 | posted: 2026-05-14
- [ ] https://careers.allianz.com/global/en/job/103651/Call-Center-Agent-m-w-d-Team-Kroatien | Allianz | Call Center Agent (m/w/d) Team Kroatien | Wien, Austria, 1130 | posted: 2026-07-30
- [ ] https://careers.allianz.com/global/en/job/96005/Senior-AI-Transformation-Lead | Allianz | Senior AI Transformation Lead | BARCELONA, Barcelona, Spain, 08005 | posted: 2026-07-13
- [ ] https://careers.allianz.com/global/en/job/103694/Call-Center-Agent-m-w-d | Allianz | Call Center Agent (m/w/d) | Wien, Austria, 1130 | posted: 2026-07-30
- [ ] https://careers.allianz.com/global/en/job/92750/Automation-Process-Transformation-Lead-Health | Allianz | Automation & Process Transformation Lead - Health | Manama, Bahrain | posted: 2026-08-03
- [ ] https://careers.allianz.com/global/en/job/98409/Solutions-Architect-f-m-d-Operational-Excellence | Allianz | Solutions Architect (f/m/d) - Operational Excellence | Frankfurt, Germany, 60323 | posted: 2026-08-05
- [ ] https://careers.allianz.com/global/en/job/99723/Product-Owner-AI-Productive-solutions-D-2745 | Allianz | Product Owner AI Productive solutions_D-2745 | Bucharest, Bucuresti, Romania, ROU: 020339 | posted: 2026-05-29
- [ ] https://careers.allianz.com/global/en/job/103716/Expert-Full-Stack-AI-Engineer-m-f-d-D-3151 | Allianz | Expert Full Stack AI Engineer (m/f/d)_D-3151 | Bangkok, Bangkok, Thailand, 10310 | posted: 2026-07-29
- [ ] https://careers.allianz.com/global/en/job/101725/Expert-Full-Stack-AI-Engineer-D-2979 | Allianz | Expert Full Stack AI Engineer_D-2979 | Bangkok, Bangkok, Thailand, 10310 | posted: 2026-06-29
- [ ] https://careers.allianz.com/global/en/job/87969/DevOps-Engineer-m-f-d | Allianz | DevOps Engineer (m/f/d) | Bucharest, Bucuresti, Romania, ROU: 020339 | posted: 2026-05-12
- [ ] https://careers.allianz.com/global/en/job/102852/Data-AI-Engineer-m-f-d | Allianz | Data & AI Engineer (m/f/d) | BARCELONA, Barcelona, Spain, 08005 | posted: 2026-07-15
- [ ] https://careers.allianz.com/global/en/job/104319/Agente-Comercial | Allianz | Agente Comercial | MADRID, Madrid, Spain, 28043 | posted: 2026-08-10
- [ ] https://careers.allianz.com/global/en/job/102877/Assoc-Director-AAGI-Business-Process-Transformation-Analyst | Allianz | Assoc. Director - AAGI Business Process Transformation Analyst | Bangkok, Thailand, 10330 | posted: 2026-07-15
- [ ] https://careers.allianz.com/global/en/job/104172/Manager-Data-AI | Allianz | Manager, Data & AI | Kuala Lumpur, Malaysia | posted: 2026-08-09
- [ ] https://careers.allianz.com/global/en/job/103629/AI-Architect | Allianz | AI Architect | Bruxelles, Belgium, 1210 | posted: 2026-07-29
- [ ] https://careers.allianz.com/global/en/job/103193/Engineering-Manager-AI | Allianz | Engineering Manager AI | Munich, Germany, 80333 | posted: 2026-07-23
- [ ] https://careers.allianz.com/global/en/job/86527/Sales-Agent | Allianz | Sales Agent | Baltimore, Maryland, United States, 21202 | posted: 2025-11-21
- [ ] https://careers.allianz.com/global/en/job/95011/Home-Service-Provider-Transformation-Lead | Allianz | Home Service Provider Transformation Lead | Brisbane, Queensland, Australia, 4000 | posted: 2026-08-11
- [ ] https://careers.allianz.com/global/en/job/103626/DevOps-Engineer | Allianz | DevOps Engineer | Budapest, Hungary, 1087 | posted: 2026-08-07
- [ ] https://careers.allianz.com/global/en/job/104480/AI-Full-Stack-Engineer-m-f-d | Allianz | AI Full Stack Engineer (m/f/d) | Bangkok, Bangkok, Thailand, 10310 | posted: 2026-08-12
